,Name,Rating,Price,Type,Address,Hours,Website,Phone,PlusCode,Descript,G_MAP_URL,Latitude,Longitude,geometry,Psuedo_Z,Convenience,Customer Service and Checkout Process,Employees,Food Departments and Quality,Food Selection and Variety,Price and General Experience,LGBTQ_Friendly,Family_Friendly,Shop_Online,Shop_Store,Delivery,Pickup_Curbside,Pickup_Store,Drive_Thru,Delivery_No_Contact,Delivery_Same_Day,Disinfect_Surfaces,Safety_Dividers_Checkout,Masks_Required,Masks_Staff,Staff_Temperature_Check,Great_Service,Wheelchair_Accessible,Quick_Visit,Organic_Food,Prepared_Food,Pay_Checks,Pay_Debit_Cards,Pay_NFC_Mobile,Pay_SNAP_EBT,Pay_Credit_Cards,Restroom,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close
10,Earth Fare,4.4,,Health food store,"10903 Parkside Dr, Knoxville, TN 37934","{'Tuesday': ['8AM', '9PM'], 'Wednesday': ['8AM', '9PM'], 'Thursday': ['8AM', '9PM'], 'Friday': ['8AM', '9PM'], 'Saturday': ['8AM', '9PM'], 'Sunday': ['8AM', '9PM'], 'Monday': ['8AM', '9PM']}",Website: earthfare.com ,(865) 329-6757,"WV33+7C Knoxville, Tenn",Supermarket chain dedicated to organic foods. Many locations have a beer & wine selection.,"https://www.google.com/maps/place/Earth+Fare/@35.9031559,-84.1486344,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2eff7eb8d857:0x2f4aa767a7dc0a7f!8m2!3d35.9031516!4d-84.1464404",35.9031559,-84.1486344,POINT (-84.14863440000001 35.9031559),2022-03-10 23:59:59,3.75,3.530793425324675,3.637743506493507,3.131818181818182,,4.28125,,,True,Yes,,Yes,Yes,,,,,,,Yes,,,Yes,Yes,,,Yes,,,Yes,Yes,,2022-03-08 08:00:00,2022-03-08 21:00:00,2022-03-09 08:00:00,2022-03-09 21:00:00,2022-03-10 08:00:00,2022-03-10 21:00:00,2022-03-11 08:00:00,2022-03-11 21:00:00,2022-03-12 08:00:00,2022-03-12 21:00:00,2022-03-13 08:00:00,2022-03-13 21:00:00,2022-03-14 08:00:00,2022-03-14 21:00:00
11,Kroger,4.3,$$,Grocery store,"9501 S Northshore Dr, Knoxville, TN 37922","{'Tuesday': ['7AM', '10PM'], 'Wednesday': ['7AM', '10PM'], 'Thursday': ['7AM', '10PM'], 'Friday': ['7AM', '10PM'], 'Saturday': ['7AM', '10PM'], 'Sunday': ['7AM', '10PM'], 'Monday': ['7AM', '10PM']}",Website: kroger.com ,(865) 693-9005,"VW7J+28 Knoxville, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger/@35.8625111,-84.0713315,17z/data=!3m1!4b1!4m5!3m4!1s0x885c25d0a6243e8b:0xdc3a09067522cf11!8m2!3d35.8625068!4d-84.0691375",35.8625111,-84.0713315,POINT (-84.0713315 35.8625111),2022-03-10 23:59:59,3.3515625,3.697916666666666,3.7083333333333335,3.359375,3.150416666666666,3.5458333333333334,,,True,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 07:00:00,2022-03-08 22:00:00,2022-03-09 07:00:00,2022-03-09 22:00:00,2022-03-10 07:00:00,2022-03-10 22:00:00,2022-03-11 07:00:00,2022-03-11 22:00:00,2022-03-12 07:00:00,2022-03-12 22:00:00,2022-03-13 07:00:00,2022-03-13 22:00:00,2022-03-14 07:00:00,2022-03-14 22:00:00
12,Gordon Food Service Store,4.6,,Grocery store,"9312 Kingston Pike, Knoxville, TN 37922","{'Tuesday': ['7AM', '8PM'], 'Wednesday': ['7AM', '8PM'], 'Thursday': ['7AM', '8PM'], 'Friday': ['7AM', '8PM'], 'Saturday': ['7AM', '8PM'], 'Sunday': ['9AM', '6PM'], 'Monday': ['7AM', '8PM']}",Website: gfsstore.com ,(865) 560-8859,"WW65+23 Knoxville, Tenn",,"https://www.google.com/maps/place/Gordon+Food+Service+Store/@35.9100491,-84.0945544,17z/data=!3m1!4b1!4m5!3m4!1s0x885c257ab8dd4c3d:0xef8723dce02848d1!8m2!3d35.9102363!4d-84.0922429",35.9100491,-84.0945544,POINT (-84.09455440000001 35.9100491),2022-03-10 23:59:59,3.75,3.263888888888889,3.734375,3.486979166666667,,3.4791666666666665,,,True,Yes,,Yes,Yes,,,,Yes,Yes,Yes,,,,Yes,Yes,,,,Yes,,Yes,Yes,,2022-03-08 07:00:00,2022-03-08 20:00:00,2022-03-09 07:00:00,2022-03-09 20:00:00,2022-03-10 07:00:00,2022-03-10 20:00:00,2022-03-11 07:00:00,2022-03-11 20:00:00,2022-03-12 07:00:00,2022-03-12 20:00:00,2022-03-13 09:00:00,2022-03-13 18:00:00,2022-03-14 07:00:00,2022-03-14 20:00:00
13,ALDI,4.6,$,Supermarket,"110 Moss Grove Blvd, Knoxville, TN 37922","{'Tuesday': ['8:30AM', '8PM'], 'Wednesday': ['9AM', '8PM'], 'Thursday': ['8:30AM', '8PM'], 'Friday': ['9AM', '8PM'], 'Saturday': ['9AM', '8PM'], 'Sunday': ['9AM', '8PM'], 'Monday': ['9AM', '8PM']}",Website: aldi.us ,(855) 955-2534,"WW55+XV Knoxville, Tenn","Retail chain selling a range of grocery items, meat & dairy.","https://www.google.com/maps/place/ALDI/@35.90993,-84.0924655,17z/data=!3m1!4b1!4m5!3m4!1s0x885c257a87fccb01:0xab7935102dbee893!8m2!3d35.9099257!4d-84.0902715",35.90993,-84.0924655,POINT (-84.0924655 35.90993),2022-03-10 23:59:59,3.75,3.416666666666667,3.87875,3.5,3.1049107142857144,3.75,,,True,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,2022-03-08 08:30:00,2022-03-08 20:00:00,2022-03-09 09:00:00,2022-03-09 20:00:00,2022-03-10 08:30:00,2022-03-10 20:00:00,2022-03-11 09:00:00,2022-03-11 20:00:00,2022-03-12 09:00:00,2022-03-12 20:00:00,2022-03-13 09:00:00,2022-03-13 20:00:00,2022-03-14 09:00:00,2022-03-14 20:00:00
14,Food City,4.3,$$,Grocery store,"11501 Hardin Valley Rd, Knoxville, TN 37932","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 692-5027,"WRJ7+H7 Knoxville, Tenn",,"https://www.google.com/maps/place/Food+City/@35.9313883,-84.18897,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2de1dcb0784b:0x4b75c3a1aeb2e0dc!8m2!3d35.931384!4d-84.186776",35.9313883,-84.18897,POINT (-84.18897 35.9313883),2022-03-10 23:59:59,3.65625,3.744444444444444,3.5920138888888893,3.128787878787879,3.418055555555556,3.7916666666666665,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
15,Kroger Marketplace,4.3,$$,Grocery store,"9225 Kingston Pike, Knoxville, TN 37922","{'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['6AM', '11PM'], 'Monday': ['6AM', '11PM']}",Website: kroger.com ,(865) 985-7960,"WW76+C9 Knoxville, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger+Marketplace/@35.913548,-84.0912671,17z/data=!3m1!4b1!4m5!3m4!1s0x885c256fa32eafb1:0xa2420751c4b544e7!8m2!3d35.9135437!4d-84.0890731",35.913548,-84.0912671,POINT (-84.0912671 35.913548),2022-03-10 23:59:59,3.671875,3.4848484848484853,3.7083333333333335,3.125251538825758,,3.346385281385281,,,True,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 06:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
16,Magana Mexican Store,4.3,,Mexican grocery store,"500 W Broadway St, Lenoir City, TN 37771","{'Tuesday': ['7AM', '9PM'], 'Wednesday': ['7AM', '9PM'], 'Thursday': ['7AM', '9PM'], 'Friday': ['7AM', '9PM'], 'Saturday': ['7AM', '9PM'], 'Sunday': ['7AM', '9PM'], 'Monday': ['7AM', '9PM']}",,(865) 986-1099,"QPQH+3V Lenoir City, Tenn",,"https://www.google.com/maps/place/Magana+Mexican+Store/@35.7877073,-84.2724484,17z/data=!3m1!4b1!4m5!3m4!1s0x885dd552cb8c24ed:0xc704921559fd46f3!8m2!3d35.787703!4d-84.2702544",35.7877073,-84.2724484,POINT (-84.2724484 35.7877073),2022-03-10 23:59:59,3.75,,,4.10625,,5.0,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,2022-03-08 07:00:00,2022-03-08 21:00:00,2022-03-09 07:00:00,2022-03-09 21:00:00,2022-03-10 07:00:00,2022-03-10 21:00:00,2022-03-11 07:00:00,2022-03-11 21:00:00,2022-03-12 07:00:00,2022-03-12 21:00:00,2022-03-13 07:00:00,2022-03-13 21:00:00,2022-03-14 07:00:00,2022-03-14 21:00:00
17,Far East Market (Asian Groceries Store),4.6,,Asian grocery store,"9111 Executive Park Dr #4514, Knoxville, TN 37923","{'Tuesday': ['10AM', '7PM'], 'Wednesday': ['10AM', '7PM'], 'Thursday': ['10AM', '5PM'], 'Friday': ['10AM', '9PM'], 'Saturday': ['10AM', '8PM'], 'Sunday': ['10AM', '7PM'], 'Monday': ['10AM', '7PM']}",,(865) 694-8317,"WWC7+P3 Knoxville, Tenn",,"https://www.google.com/maps/place/Far+East+Market+(Asian+Groceries+Store)/@35.9217604,-84.0894578,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2569b91aa807:0x93e7b3f65951be2f!8m2!3d35.9217725!4d-84.0872059",35.9217604,-84.0894578,POINT (-84.08945780000001 35.9217604),2022-03-10 23:59:59,3.875,3.333333333333333,3.46875,3.248774509803922,3.377083333333333,3.6666666666666665,,,False,Yes,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,2022-03-08 10:00:00,2022-03-08 19:00:00,2022-03-09 10:00:00,2022-03-09 19:00:00,2022-03-10 10:00:00,2022-03-10 17:00:00,2022-03-11 10:00:00,2022-03-11 21:00:00,2022-03-12 10:00:00,2022-03-12 20:00:00,2022-03-13 10:00:00,2022-03-13 19:00:00,2022-03-14 10:00:00,2022-03-14 19:00:00
18,International Delicacies,4.6,,Gourmet grocery store,"8817 Kingston Pike Suite 108, Knoxville, TN 37923","{'Tuesday': ['10AM', '8PM'], 'Wednesday': ['10AM', '8PM'], 'Thursday': ['10AM', '8PM'], 'Friday': ['10AM', '8PM'], 'Saturday': ['10AM', '8PM'], 'Sunday': ['Closed'], 'Monday': ['10AM', '8PM']}",Website: internationaldelicaciesus.com ,(865) 691-5951,"WW8F+RV Knoxville, Tenn",,"https://www.google.com/maps/place/International+Delicacies/@35.9170968,-84.0775566,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2516af83fb03:0xdb4c7a20b2fbd982!8m2!3d35.9171219!4d-84.0753231",35.9170968,-84.0775566,POINT (-84.07755659999999 35.9170968),2022-03-10 23:59:59,3.33103354978355,3.3625,3.5,3.525,,3.75,,,False,Yes,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,2022-03-08 10:00:00,2022-03-08 20:00:00,2022-03-09 10:00:00,2022-03-09 20:00:00,2022-03-10 10:00:00,2022-03-10 20:00:00,2022-03-11 10:00:00,2022-03-11 20:00:00,2022-03-12 10:00:00,2022-03-12 20:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 10:00:00,2022-03-14 20:00:00
19,Sunrise Supermarket 上頂超市,4.4,,Asian grocery store,"8509 Kingston Pike, Knoxville, TN 37919","{'Tuesday': ['9AM', '8PM'], 'Wednesday': ['9AM', '8PM'], 'Thursday': ['9AM', '8PM'], 'Friday': ['9AM', '8PM'], 'Saturday': ['10AM', '8PM'], 'Sunday': ['10AM', '8PM'], 'Monday': ['9AM', '8PM']}",Website: sunrise-supermarket.com ,(865) 693-2677,"WWFP+5F Knoxville, Tenn",,"https://www.google.com/maps/place/Sunrise+Supermarket+%E4%B8%8A%E9%A0%82%E8%B6%85%E5%B8%82/@35.9229361,-84.0659779,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2521e5590d59:0x259f2e40e95aaa2e!8m2!3d35.9229318!4d-84.0637839",35.9229361,-84.0659779,POINT (-84.06597789999999 35.9229361),2022-03-10 23:59:59,3.2321428571428568,3.1666666666666665,3.375,3.1375,,3.4375,,,True,Yes,,Yes,,,,,,Yes,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,2022-03-08 09:00:00,2022-03-08 20:00:00,2022-03-09 09:00:00,2022-03-09 20:00:00,2022-03-10 09:00:00,2022-03-10 20:00:00,2022-03-11 09:00:00,2022-03-11 20:00:00,2022-03-12 10:00:00,2022-03-12 20:00:00,2022-03-13 10:00:00,2022-03-13 20:00:00,2022-03-14 09:00:00,2022-03-14 20:00:00
20,ALDI,4.5,$,Supermarket,"836 Louisville Rd, Alcoa, TN 37701","{'Tuesday': ['8:30AM', '8PM'], 'Wednesday': ['9AM', '8PM'], 'Thursday': ['8:30AM', '8PM'], 'Friday': ['9AM', '8PM'], 'Saturday': ['9AM', '8PM'], 'Sunday': ['9AM', '8PM'], 'Monday': ['9AM', '8PM']}",Website: aldi.us ,(855) 955-2534,"Q2F6+95 Alcoa, Tenn","Retail chain selling a range of grocery items, meat & dairy.","https://www.google.com/maps/place/ALDI/@35.773484,-83.9917941,17z/data=!3m1!4b1!4m5!3m4!1s0x885c209bd203c7d3:0x9e3a4cc53d5ca0a0!8m2!3d35.7734797!4d-83.9896001",35.773484,-83.9917941,POINT (-83.99179410000001 35.773484),2022-03-10 23:59:59,3.6875,3.2604875283446715,3.6875,3.5931818181818183,3.161830357142857,3.34375,,,True,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,2022-03-08 08:30:00,2022-03-08 20:00:00,2022-03-09 09:00:00,2022-03-09 20:00:00,2022-03-10 08:30:00,2022-03-10 20:00:00,2022-03-11 09:00:00,2022-03-11 20:00:00,2022-03-12 09:00:00,2022-03-12 20:00:00,2022-03-13 09:00:00,2022-03-13 20:00:00,2022-03-14 09:00:00,2022-03-14 20:00:00
21,Tienda Nony,4.5,,Grocery store,"8373 Kingston Pike #500, Knoxville, TN 37919","{'Tuesday': ['10AM', '9PM'], 'Wednesday': ['10AM', '9PM'], 'Thursday': ['10AM', '9PM'], 'Friday': ['10AM', '9PM'], 'Saturday': ['10AM', '9PM'], 'Sunday': ['10AM', '7PM'], 'Monday': ['10AM', '9PM']}",,(865) 691-2424,"WWFR+FJ Knoxville, Tenn",,"https://www.google.com/maps/place/Tienda+Nony/@35.9237461,-84.0605945,17z/data=!3m2!4b1!5s0x885c24df79d8e507:0x7d6bd3f699b1f05f!4m5!3m4!1s0x885c24df77f3b913:0x720dce6cb02d34af!8m2!3d35.9237418!4d-84.0584005",35.9237461,-84.0605945,POINT (-84.06059449999999 35.9237461),2022-03-10 23:59:59,,4.0,,,3.42578125,,,,False,Yes,,,Yes,,,,,,,,,,,Yes,,,,,,Yes,,,2022-03-08 10:00:00,2022-03-08 21:00:00,2022-03-09 10:00:00,2022-03-09 21:00:00,2022-03-10 10:00:00,2022-03-10 21:00:00,2022-03-11 10:00:00,2022-03-11 21:00:00,2022-03-12 10:00:00,2022-03-12 21:00:00,2022-03-13 10:00:00,2022-03-13 19:00:00,2022-03-14 10:00:00,2022-03-14 21:00:00
22,Mediterranean Food Market,4.5,,Asian grocery store,"8373 Kingston Pike # 100, Knoxville, TN 37919","{'Tuesday': ['10AM', '9PM'], 'Wednesday': ['10AM', '9PM'], 'Thursday': ['10AM', '9PM'], 'Friday': ['10AM', '9PM'], 'Saturday': ['10AM', '9PM'], 'Sunday': ['10:30AM', '8:30PM'], 'Monday': ['10AM', '9PM']}",,(865) 692-0729,"WWFR+HR Knoxville, Tenn",,"https://www.google.com/maps/place/Mediterranean+Food+Market/@35.92388,-84.0601557,17z/data=!3m2!4b1!5s0x885c24df79d8e507:0xb10c4b23b48fc724!4m5!3m4!1s0x885c24df773f1ddf:0xcceb84665e272761!8m2!3d35.9238757!4d-84.0579617",35.92388,-84.0601557,POINT (-84.0601557 35.92388),2022-03-10 23:59:59,3.364583333333333,3.3125,3.75,3.25975341796875,4.083333333333333,4.041666666666667,,,False,Yes,,,,,,,Yes,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 10:00:00,2022-03-08 21:00:00,2022-03-09 10:00:00,2022-03-09 21:00:00,2022-03-10 10:00:00,2022-03-10 21:00:00,2022-03-11 10:00:00,2022-03-11 21:00:00,2022-03-12 10:00:00,2022-03-12 21:00:00,2022-03-13 10:30:00,2022-03-13 20:30:00,2022-03-14 10:00:00,2022-03-14 21:00:00
23,India Market,4.5,,Grocery store,"1645 Downtown W Blvd UNIT 26, Knoxville, TN 37919","{'Tuesday': ['10AM', '8PM'], 'Wednesday': ['10AM', '8PM'], 'Thursday': ['10AM', '8PM'], 'Friday': ['10AM', '8PM'], 'Saturday': ['10AM', '8PM'], 'Sunday': ['10AM', '8PM'], 'Monday': ['10AM', '8PM']}",Website: business.site ,(865) 951-2423,"WWCW+PW Knoxville, Tenn",,"https://www.google.com/maps/place/India+Market/@35.9217549,-84.0548555,17z/data=!3m1!4b1!4m5!3m4!1s0x885c24dd3ff814ff:0x864c900fe82194fd!8m2!3d35.9217445!4d-84.0525094",35.9217549,-84.0548555,POINT (-84.0548555 35.9217549),2022-03-10 23:59:59,4.125,3.59375,3.75,3.4375,3.3819444444444446,3.9166666666666665,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 10:00:00,2022-03-08 20:00:00,2022-03-09 10:00:00,2022-03-09 20:00:00,2022-03-10 10:00:00,2022-03-10 20:00:00,2022-03-11 10:00:00,2022-03-11 20:00:00,2022-03-12 10:00:00,2022-03-12 20:00:00,2022-03-13 10:00:00,2022-03-13 20:00:00,2022-03-14 10:00:00,2022-03-14 20:00:00
24,Food City,4.3,$$,Grocery store,"9565 Middlebrook Pike, Knoxville, TN 37931","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 539-0060,"WVXQ+F2 Knoxville, Tenn",,"https://www.google.com/maps/place/Food+City/@35.9486486,-84.1145862,17z/data=!3m1!4b1!4m5!3m4!1s0x885c30033dc17f73:0x93df4a9c09f1ec68!8m2!3d35.9484872!4d-84.1126134",35.9486486,-84.1145862,POINT (-84.11458620000001 35.9486486),2022-03-10 23:59:59,3.75,3.5625,3.541666666666667,,3.2916666666666665,3.575,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
25,Kroger,4.2,$$,Grocery store,"9161 Middlebrook Pike, Knoxville, TN 37923","{'Tuesday': ['7AM', '10PM'], 'Wednesday': ['7AM', '10PM'], 'Thursday': ['7AM', '10PM'], 'Friday': ['7AM', '10PM'], 'Saturday': ['7AM', '10PM'], 'Sunday': ['7AM', '10PM'], 'Monday': ['7AM', '10PM']}",Website: kroger.com ,(865) 670-9940,"WWV4+4M Knoxville, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger/@35.9428311,-84.0955446,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2552582814b7:0xdffda0c6160c2eb!8m2!3d35.9428268!4d-84.0933506",35.9428311,-84.0955446,POINT (-84.0955446 35.9428311),2022-03-10 23:59:59,3.25,3.2699652777777777,3.546875,3.0729166666666665,3.0936079545454547,3.7291666666666665,,,True,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 07:00:00,2022-03-08 22:00:00,2022-03-09 07:00:00,2022-03-09 22:00:00,2022-03-10 07:00:00,2022-03-10 22:00:00,2022-03-11 07:00:00,2022-03-11 22:00:00,2022-03-12 07:00:00,2022-03-12 22:00:00,2022-03-13 07:00:00,2022-03-13 22:00:00,2022-03-14 07:00:00,2022-03-14 22:00:00
26,Target,4.1,$$,Department store,"8040 Ray Mears Blvd, Knoxville, TN 37919","{'Tuesday': ['8AM', '10PM'], 'Wednesday': ['8AM', '10PM'], 'Thursday': ['8AM', '10PM'], 'Friday': ['8AM', '10PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM'], 'Monday': ['8AM', '10PM']}",Website: target.com ,(865) 693-2203,"WXC2+JR Knoxville, Tenn","Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","https://www.google.com/maps/place/Target/@35.9215229,-84.0501409,17z/data=!3m1!4b1!4m5!3m4!1s0x885c24c2d650bb37:0x8ca2b4d44f6ee7a4!8m2!3d35.9215186!4d-84.0479469",35.9215229,-84.0501409,POINT (-84.0501409 35.9215229),2022-03-10 23:59:59,3.5181749131944446,3.1666666666666665,3.428571428571429,,,3.75,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,2022-03-08 08:00:00,2022-03-08 22:00:00,2022-03-09 08:00:00,2022-03-09 22:00:00,2022-03-10 08:00:00,2022-03-10 22:00:00,2022-03-11 08:00:00,2022-03-11 22:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 22:00:00
27,Kroger Marketplace,4.3,$$,Grocery store,"507 N Foothills Plaza Dr, Maryville, TN 37801","{'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['6AM', '11PM'], 'Monday': ['6AM', '11PM']}",Website: kroger.com ,(865) 238-7433,"2R4+C9 Maryville, Tenn","Large supermarket chain with deli & bakery departments, plus health & beauty aids.","https://www.google.com/maps/place/Kroger+Marketplace/@35.7410363,-83.9962632,17z/data=!3m2!4b1!5s0x885e9e41060f19c7:0x663c92cc2095403b!4m5!3m4!1s0x885e9e3c1111e9fb:0xa9b5d501fe1b990b!8m2!3d35.741032!4d-83.9940692",35.7410363,-83.9962632,POINT (-83.9962632 35.7410363),2022-03-10 23:59:59,3.2797619047619047,3.5524959415584414,3.4526515151515147,3.1354166666666665,3.093686868686869,3.8791666666666655,,,True,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 06:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
28,Food City,4.3,$$,Grocery store,"1715 W Broadway Ave, Maryville, TN 37801","{'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM'], 'Monday': ['6AM', '12AM']}",Website: foodcity.com ,(865) 984-8070,"2P4+HF Maryville, Tenn",,"https://www.google.com/maps/place/Food+City/@35.7364806,-83.9959638,17z/data=!3m1!4b1!4m5!3m4!1s0x885e9e46af30856f:0xc9a07f0b846b31c9!8m2!3d35.7363445!4d-83.9934844",35.7364806,-83.9959638,POINT (-83.9959638 35.7364806),2022-03-10 23:59:59,3.7083333333333335,3.736564867424242,3.691666666666667,4.3515625,3.416666666666667,3.541666666666666,,,True,Yes,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
29,Butler & Bailey Market,4.5,,Supermarket,"7513 S Northshore Dr, Knoxville, TN 37919","{'Tuesday': ['8AM', '8PM'], 'Wednesday': ['8AM', '8PM'], 'Thursday': ['8AM', '8PM'], 'Friday': ['8AM', '8PM'], 'Saturday': ['8AM', '8PM'], 'Sunday': ['10AM', '8PM'], 'Monday': ['8AM', '8PM']}",Website: butlerandbaileymarket.com ,(865) 691-8881,"WX4H+4V Knoxville, Tenn",,"https://www.google.com/maps/place/Butler+%26+Bailey+Market/@35.9052821,-84.0224718,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2482515f6457:0xb35b3df96dedf060!8m2!3d35.9052004!4d-84.0202189",35.9052821,-84.0224718,POINT (-84.02247180000001 35.9052821),2022-03-10 23:59:59,3.4375,3.7795833333333335,3.4750000000000005,3.2943236867749857,,3.614583333333333,,,False,Yes,,,Yes,,,,Yes,,,,,,Yes,Yes,,,,,Yes,Yes,,,2022-03-08 08:00:00,2022-03-08 20:00:00,2022-03-09 08:00:00,2022-03-09 20:00:00,2022-03-10 08:00:00,2022-03-10 20:00:00,2022-03-11 08:00:00,2022-03-11 20:00:00,2022-03-12 08:00:00,2022-03-12 20:00:00,2022-03-13 10:00:00,2022-03-13 20:00:00,2022-03-14 08:00:00,2022-03-14 20:00:00
